部屋主,取得日,順番,曲名（ファイル名）,作品名,歌手名,歌った人,コメント
芝ちゃん部屋,2026/06/07,59,【霧尾ファンクラブ】 [IN] 涙なめなめソング ／ 三好藍美（CV：稗田寧々）染谷波（CV：若山詩音） ※bb317 (On-Off),,,ブルーベリー,
crom部屋,2026/06/07,59,もーいーかい?,最強の職業は勇者でも賢者でもなく鑑定士(仮)らしいですよ? ED,ファントムシータ,ゆに,
成田部屋,2026/06/07,58,スゴすぎ前橋ウィッチーズ!【アニメ映像ver2.0・最終話まで・パート分け有り】,前橋ウィッチーズ OP,前橋ウィッチーズ,test,
芝ちゃん部屋,2026/06/07,58,D-tecnoLife,BLEACH OP,UVERworld,NISHI,
crom部屋,2026/06/07,58,S.O.S,うどんの国の金色毛鞠 OP,WEAVER,みぃちゃん,
成田部屋,2026/06/07,57,,,,小休止,
芝ちゃん部屋,2026/06/07,57,Farewell song,AIR ED,Lia,tk44,
crom部屋,2026/06/07,57,カーテンコール,revisions ED,WEAVER,crom,
成田部屋,2026/06/07,56,文豪ストレイドッグス 第4シーズン ED_しるし_ラックライフ_2CH,,,アイス,
芝ちゃん部屋,2026/06/07,56,Singing Over(パート分け有),SI-VIS: The Sound of Heroes ED2,SI-VIS,芝ちゃん,
crom部屋,2026/06/07,56,【リトルバスターズ！】Alicemagic-TV animation ver-／Rita【on Vocal】 キー変更：-5,,,ゆーき,ミントジャムのキーで歌ってみる
成田部屋,2026/06/07,55,赤と青【2025 大晦日放送(上下) ED】,かぐや様は告らせたい 大人への階段,四宮かぐや(CV:古賀葵),ひろえ,
芝ちゃん部屋,2026/06/07,55,【春夏秋冬代行者 春の舞】 [OP] Petals ／ Orangestar featuring 夏背 ※bb324 (On-Off),,,ブルーベリー,
crom部屋,2026/06/07,55,シャケナベイベー,マリッジトキシン ED,AKASAKI,ゆに,
成田部屋,2026/06/07,54,ノーザンクロス,マクロスF ED 2,May'n,藤原,
芝ちゃん部屋,2026/06/07,54,霞ゆく空背にして,アソボット戦記五九 ED 2,Janne Da Arc,NISHI,
crom部屋,2026/06/07,54,だから僕は僕を手放す,サクラダリセット OP2,WEAVER,みぃちゃん,
成田部屋,2026/06/07,53,灼け落ちない翼,Charlotte,多田葵,エミ,
芝ちゃん部屋,2026/06/07,53,運命に賭けたい論理,ガールズバンドクライ IM,トゲナシトゲアリ,tk44,
crom部屋,2026/06/07,53,Philosophyz～TV animation ver.～,Rewrite OP 1,水谷瑠奈,crom,
成田部屋,2026/06/07,52,スゴすぎ前橋ウィッチーズ!【アニメ映像ver2.0・最終話まで・パート分け有り】,前橋ウィッチーズ OP,前橋ウィッチーズ,成田,
芝ちゃん部屋,2026/06/07,52,スーパーノヴァ(パート分け有・最終話反映),SI-VIS: The Sound of Heroes OP2,SI-VIS,芝ちゃん,
crom部屋,2026/06/07,52,Calling【パート分ver3】 キー変更：-3,魔法の姉妹ルルットリリィ ED,ルルットリリィ,ゆーき,
成田部屋,2026/06/07,51,修羅日記,異世界失格 OP,伊東歌詞太郎,アイス,
芝ちゃん部屋,2026/06/07,51,【Angel Beats!】[IM]Little Braver／LiSA Girls Dead Monster (on-off) ※1・5・10話映像 bb184,,,ブルーベリー,予約できました!
crom部屋,2026/06/07,51,火種【暫定版】,日本三國 OP,キタニタツヤ,ゆに,
成田部屋,2026/06/07,50,Fire and Fear【《ver3.2・最終話まで》】,杖と剣のウィストリア OP,PENGUIN RESEARCH,ひろえ,
芝ちゃん部屋,2026/06/07,50,みちづれ,ホロライブ,星街すいせい,NISHI,
crom部屋,2026/06/07,50,まほ_魔法少女サイト_i☆Ris_Changing point__1_yo_off-on_st_,ま,,みぃちゃん,
成田部屋,2026/06/07,49,Glow in the dark【《歌マクロス映像》パート有】,劇場版マクロスΔ 絶対LIVE!!!!!! IN,"闇雲(CV:JUNNA),闇カナメ(CV:安野希世乃),闇レイナ(CV:東山奈央)",藤原,
芝ちゃん部屋,2026/06/07,49,Brave Song,Angel Beats! ED 1,多田葵,tk44,
crom部屋,2026/06/07,49,【魔法少女育成計画】OP「叫べ」『沼倉 愛美』(on-UVRchorus-cut),,,crom,今期の癒しｗ
成田部屋,2026/06/07,48,マメシバ【《本人映像》】,地球少女アルジュナ ED,坂本真綾,エミ,
芝ちゃん部屋,2026/06/07,48,MISSION(パート分け有),SI-VIS: The Sound of Heroes 第23話IN,SI-VIS,芝ちゃん,
crom部屋,2026/06/07,48,君のせいで愛してる(修正1) キー変更：-2,愛してるゲームを終わらせたい Op,CHiCO with HoneyWorks,ゆーき,よろしくお願いします！
成田部屋,2026/06/07,47,gifted,ゴーストコンサート : missing Songs IN,"相葉芹亜(CV:藤寺美徳),ニコラ・テスラ(CV:佐々木崇)",成田,
芝ちゃん部屋,2026/06/07,47,【学園アイドルマスター】 [TM] ガラクタロード ／ 初星学園 ※13人パート分け暫定 bb322 (On-Off),,,ブルーベリー,
crom部屋,2026/06/07,47,人誑し/ひとたらし,あかね噺 OP,桑田佳祐,ゆに,
成田部屋,2026/06/07,46,ひとりごと【_最終までアニメMV版】,薬屋のひとりごと 2nd Season ED2,Omoinotake,アイス,
芝ちゃん部屋,2026/06/07,46,死んだ!,勇者が死んだ! OP,オーイシマサヨシ,NISHI,
crom部屋,2026/06/07,46,おう_王様ゲーム The Animation_Pile_Lost Paradise__1_yo_off-on_st_,お,,みぃちゃん,
成田部屋,2026/06/07,45,Pages,本好きの下剋上 領主の養女,Little Glee Monster,ひろえ,
crom部屋,2026/06/07,45,【デスノート】The World【off Vocal】【静止画】,,,NISHI,
芝ちゃん部屋,2026/06/07,45,Imprisoned XII【第10話 挿入歌 アニメ公式 MV】,BanG Dream! Ave Mujica,Ave Mujica,tk44,
成田部屋,2026/06/07,44,ワルキューレは裏切らない【パート有・マクロスデルタ】,劇場版マクロスΔ 激情のワルキューレ IN,ワルキューレ,藤原,
crom部屋,2026/06/07,44,WISH,7SEEDS ED,majiko,crom,1540部屋替え
芝ちゃん部屋,2026/06/07,44,しあわせフレーバー【パート分け】,メイドさんは食べるだけ ED,ARCANA PROJECT,芝ちゃん,
成田部屋,2026/06/07,43,標火,最果てのパラディン ED,やなぎなぎ,エミ,
crom部屋,2026/06/07,43,【ギルティクラウン】 [OP] My Dearest／supercella featuring こゑだ bb228 (On-Off),,,ブルーベリー,
芝ちゃん部屋,2026/06/07,43,【学園アイドルマスター】「VEIL」[IM][秦谷美鈴(春咲 暖)][2tr Off-On],,,ブルーベリー,
成田部屋,2026/06/07,42,シャケナベイベー【Ver1 暫定版 アニメ公式 MV】,マリッジトキシン,AKASAKI,成田,城崎が可愛いから歌う
crom部屋,2026/06/07,42,【けいおん!】ふわふわ時間【Offvocal】コーラス付【DAM音源】 キー変更：+4,,,tk44,
芝ちゃん部屋,2026/06/07,41,Catch the Moment,劇場版 ソードアート・オンライン -オーディナル・スケール- ED,LiSA,すでのな,
成田部屋,2026/06/07,41,lulu.,葬送のフリーレン(第2期) OP,Mrs.GREEN APPLE,アイス,
crom部屋,2026/06/07,41,STARBEAT-ホシノコドウ- BanG Dream! Poppin'Party,,,NISHI,
芝ちゃん部屋,2026/06/07,40,lulu.【Ver2 暫定版 2026 3/18 配信 アニメ公式 MV】,葬送のフリーレン(第2期) OP,Mrs.GREEN APPLE,HID,
成田部屋,2026/06/07,40,ライアーヴェール,ようこそ実力至上主義の教室へ 4th Season 2年生編1学期 ED,ZAQ,ひろえ,
crom部屋,2026/06/07,40,ゲートキーパーズ1970,ゲートキーパーズ OP,遠藤正明,crom,
芝ちゃん部屋,2026/06/07,39,パパンケーキ,きらりん☆レボリューション Ed,月島きらり starring 久住小春(モーニング娘。),芝ちゃん,
成田部屋,2026/06/07,39,LOVE IS THE STRONGEST,超宇宙刑事 ギャバンインフィニティ TM,May'n,藤原,
crom部屋,2026/06/07,39,フラッシュバッカー【2023新宿ユニカライブ+アニメMAD_bb026】,ぼっち・ざ・ろっく! CH,"結束バンド,長谷川育美",ブルーベリー,
芝ちゃん部屋,2026/06/07,38,あなたの一番になりたい,機動戦艦ナデシコ IN,南央美,すでのな,
成田部屋,2026/06/07,38,メグメル～cuckool mix 2007～,CLANNAD,eufonius,エミ,
crom部屋,2026/06/07,38,春日影【第7話 挿入歌 MyGO!!!!!×Ave Mujica 合同ライブ「わかれ道の、その先へ」 DAY1:Petrichor in Kアリーナ横浜】,BanG Dream! Ave Mujica,CRYCHIC,tk44,
芝ちゃん部屋,2026/06/07,37,アブナイキオク【パート分け】,かぐや様は告らせたい 大人への階段 OP,"鈴木雅之,古賀葵",すでのな,
成田部屋,2026/06/07,37,So Far Away【パート分け_2パート_12話まで】,SI-VIS The Sound of Heroes OP,SI-VIS,成田,ひろえさんお願いします！
crom部屋,2026/06/07,37,Fellows,カーニバル・ファンタズム ED,遠藤正明,NISHI,
成田部屋,2026/06/07,37,【SI-VIS： The Sound of Heroes】[OP2]スーパーノヴァ(パート分け有・最終話反映)／SI-VIS〔Semi-MVC-On-Off〕,,,ひろえ,
芝ちゃん部屋,2026/06/07,36,Plazma【最終話まで・公式アニメMVちょい編集_bb148】,機動戦士Gundam GQuuuuuuX OP,米津玄師,HID,
成田部屋,2026/06/07,36,【呪術廻戦（死滅回游 前編）】[ED]よあけのうた／jo0ji〔Semi-On-MVC-Off〕,,,アイス,
crom部屋,2026/06/07,36,【ブレイクブレイド】SERIOUS-AGE／飛蘭(on-UVRchorus-cut)※ED,,,crom,
成田部屋,2026/06/07,36,リフレクティア,true tears OP 1,eufonius,エミ,
芝ちゃん部屋,2026/06/07,35,はぴ☆はぴ サンデー!,きらりん☆レボリューション Ed,月島きらり starring 久住小春(モーニング娘。),芝ちゃん,
成田部屋,2026/06/07,35,逆様,氷の城壁 ED,ポルカドットスティングレイ,ひろえ,
crom部屋,2026/06/07,35,【劇場版 BanG Dream! It's MyGO!!!!!】 [IN] 音一会 ／mygo bb215 (On-Off),,,ブルーベリー,
成田部屋,2026/06/07,35,【SI-VIS： The Sound of Heroes】[第23話IN]MISSION(パート分け有)／SI-VIS〔Semi-On-MVC-Off〕,,,藤原,練習
芝ちゃん部屋,2026/06/07,34,オン・ザ・フロントライン,無職転生II～異世界行ったら本気だす～ OP2,ヒトリエ,すでのな,
成田部屋,2026/06/07,34,コノユビトマレ,賭ケグルイ×× OP,JUNNA,藤原,
crom部屋,2026/06/07,34,[IN]忘れてやらない キー変更：+3,ぼっち・ざ・ろっく!,結束バンド,tk44,
成田部屋,2026/06/07,34,So Far Away【パート分け_2パート_12話まで】,SI-VIS The Sound of Heroes OP,SI-VIS,成田,ひろえさんお願いします！
芝ちゃん部屋,2026/06/07,33,明日の君さえいればいい。,妹さえいればいい。 OP,ChouCho,すでのな,
成田部屋,2026/06/07,33,【劇場版マクロスF】虹色クマクマ／ランカ・リー=中島愛(Off-On)※MCN提供,,,エミ,
crom部屋,2026/06/07,33,【お隣の天使様にいつの間にか駄目人間にされていた件】-オーイシマサヨシ-ギフト(on-UVRchorus-cut),,,NISHI,
成田部屋,2026/06/07,33,幻想曲(アラベスク)を君に,SI-VIS:The Sound of Heroes 第3話挿入歌,SI-VIS,藤原,
芝ちゃん部屋,2026/06/07,32,え (エアーマンが倒せない)エアーマンが倒せない(ニコ職人ver.),え,,HID,
成田部屋,2026/06/07,32,夢幻【《アニメ映像ver2.0・最終話まで》パート分け有り】,鬼滅の刃 柱稽古編 OP 5,"MY FIRST STORY,hyde",成田,
crom部屋,2026/06/07,32,ヒカレイノチ,古見さんは、コミュ症です。 ED2,Kitri,crom,
成田部屋,2026/06/07,32,かすかなはな【アニメ映像ver3.1・最終話まで・パート分け有り】,地獄楽 OP,"キタニタツヤ,BABYMETAL",成田,藤原さんお願い！
芝ちゃん部屋,2026/06/07,31,サンサンGOGO【パート分け有】,きらりん☆レボリューション Ed,MilkyWay,芝ちゃん,
成田部屋,2026/06/07,31,ファタール【パート分け】,【推しの子】 OP2,GEMN,アイス,成田さんお願いします
crom部屋,2026/06/07,31,【僕の心のヤバイやつ】 [OP] 茜／ヨルシカ bb271 (On-Off),,,ブルーベリー,
成田部屋,2026/06/07,31,夏目友人帳 伍ED_茜さす_Aimer_2CH__画質UP版,,,エミ,
芝ちゃん部屋,2026/06/07,30,思い出は億千万,ロックマン2,ゴム,すでのな,
成田部屋,2026/06/07,30,リーチライト【第16話ED映像】,杖と剣のウィストリア ED2,シユイ,ひろえ,
crom部屋,2026/06/07,30,花に亡霊【公式映像】 キー変更：+3,泣きたい私は猫をかぶる ED 1,ヨルシカ,tk44,
成田部屋,2026/06/07,30,【呪術廻戦（死滅回游 前編）】[ED]よあけのうた／jo0ji〔Semi-On-MVC-Off〕,,,アイス,
芝ちゃん部屋,2026/06/07,29,MONSTER,ようこそ実力至上主義の教室へ 4th Season 2年生編1学期,藍井エイル,すでのな,
成田部屋,2026/06/07,29,一斉ノ喝采 (THE FIRST TAKE_本人) LiSA (2ch_VC_ON) UVR online版,,,藤原,
crom部屋,2026/06/07,29,空白とカタルシス【アニメ映像】,ガールズバンドクライ,トゲナシトゲアリ,NISHI,前日のボムパで酒飲みすぎた！
成田部屋,2026/06/07,29,月蝕,ずたぼろ令嬢は姉の元婚約者に溺愛される OP,krage,エミ,よろしくお願いします！
芝ちゃん部屋,2026/06/07,28,ラストダンスあなたと【アニメPV】,名探偵コナン ハイウェイの堕天使 劇場版第29弾,MISIA,HID,
成田部屋,2026/06/07,28,リフレクティア,true tears OP 1,eufonius,エミ,
crom部屋,2026/06/07,28,花咲く道で,ある魔女が死ぬまで,手嶌葵,crom,2日連続のカラオケでヘロヘロです・・・
成田部屋,2026/06/07,28,高垣彩陽 feat. 城田優,悪役令嬢は隣国の王太子に溺愛される_2人パート分け ED,魔法の音,アイス,エミさんお願いします
芝ちゃん部屋,2026/06/07,27,ずっと1番にしてね(修正1),クラスで2番目に可愛い女の子と友達になった Ed,コレサワ,芝ちゃん,
成田部屋,2026/06/07,27,かすかなはな【アニメ映像ver3.1・最終話まで・パート分け有り】,地獄楽 OP,"キタニタツヤ,BABYMETAL",成田,藤原さんお願い！
crom部屋,2026/06/07,27,【劇場版総集編 ガールズバンドクライ】 [op] もう何もいらない未来／トゲナシトゲアリ bb239 (On-Off),,,ブルーベリー,
成田部屋,2026/06/07,27,Braver Dreamer,SI-VIS The Sound of Heroes,SI-VIS KYOUYA SOUZI,成田,
芝ちゃん部屋,2026/06/07,26,人芝居,ようこそ実力至上主義の教室へ2nd Season ED,渕上舞,すでのな,
成田部屋,2026/06/07,26,高垣彩陽 feat. 城田優,悪役令嬢は隣国の王太子に溺愛される_2人パート分け ED,魔法の音,アイス,エミさんお願いします
crom部屋,2026/06/07,26,雑踏、僕らの街【アニメ映像】,ガールズバンドクライ OP,トゲナシトゲアリ,tk44,
成田部屋,2026/06/07,26,逆様,氷の城壁 ED,ポルカドットスティングレイ,ひろえ,
芝ちゃん部屋,2026/06/07,25,君は恋人,お隣の天使様にいつの間にか駄目人間にされていた件 第2期,オーイシマサヨシ,すでのな,
成田部屋,2026/06/07,25,「ロマンティスト・キラー」SI-VIS【オフボーカル・コーラス入り】,,,ひろえ,歌ったことはない
crom部屋,2026/06/07,25,Forever...,エレメンタル ジェレイド OP,savage genius,すでのな,
成田部屋,2026/06/07,25,Plazma【公式アニメMV】,機動戦士Gundam GQuuuuuuX OP,米津玄師,アイス,よろしくお願いします
芝ちゃん部屋,2026/06/07,24,Ciao Ciao(修正1)【※仮パート分け】,一畳間まんきつ暮らし! Op,Sophià la Mode,HID,
成田部屋,2026/06/07,24,LOVE! THUNDER GLOW,マクロスΔ(デルタ) ED スポット放映 第18話,ワルキューレ,藤原,
crom部屋,2026/06/07,24,サイレントマイノリティー,乙女ゲー世界はモブに厳しい世界です OP,伊東歌詞太郎,コンドウ,忘れてるかも…二期前におさらい
成田部屋,2026/06/07,24,「ロマンティスト・キラー」SI-VIS【オフボーカル・コーラス入り】,,,ひろえ,歌ったことはない
芝ちゃん部屋,2026/06/07,23,COMIT COMET【超よわよわver._第6話まで】,よわよわ先生 OP,DAOKO,芝ちゃん,
成田部屋,2026/06/07,23,躍動,FateGrand Order OP,坂本真綾,エミ,
crom部屋,2026/06/07,23,【テガミバチ】光の記憶(on-cut),,,crom,
成田部屋,2026/06/07,23,ただ、君のままで,全修。 ED,Sou,アイス,
芝ちゃん部屋,2026/06/07,22,ヘビーローテーション,お隣の天使様にいつの間にか駄目人間にされていた件2 ED3,椎名真昼、白河千歳、藤宮 周、赤澤 樹、門脇優太,すでのな,
成田部屋,2026/06/07,22,風のアンセム(2人パート),とんがり帽子のアトリエ OP,Eve feat. suis from ヨルシカ,成田,ひろえさんお願いします！ ライトガイドボーカル
crom部屋,2026/06/07,22,nowhere,MADLAX IN,FictionJunction YUUKA コーラス 仁科薫理,すでのな,
成田部屋,2026/06/07,22,コノユビトマレ,賭ケグルイ×× OP,JUNNA,藤原,
芝ちゃん部屋,2026/06/07,21,アイデンティティ,落第騎士の英雄譚,酒井ミキオ,すでのな,
成田部屋,2026/06/07,21,FLOOR KILLER,グノーシア ED2,梅田サイファー,アイス,
crom部屋,2026/06/07,21,LILIUM,エルフェンリート elfen lied OP,野間久美子,コンドウ,
成田部屋,2026/06/07,21,零-zero-,スノウボールアース OP,tuki.,ひろえ,よろしくお願いします！
成田部屋,2026/06/07,20,初恋モーメント,カナン様はあくまでチョロい OP,Faulieu.,ひろえ,ユル恋愛アニメ枠
crom部屋,2026/06/07,20,【かくりよの宿飯】涙のレシピ×ひと匙の光 ※2期3話ED(on-off) /津場木葵(CV.東山奈央)大旦那,CV.小西克幸,,crom,
成田部屋,2026/06/07,20,LOVE! THUNDER GLOW,マクロスΔ(デルタ) ED スポット放映 第18話,ワルキューレ,藤原,
